str_no_string|CHYBÍ TEXT!
str_nord_rebellion_pretender_story_2|Když jsem nastoupila na trůn, rozhodla jsem se po vzoru anglické královny Alžběty zůstat výkonným panovníkem, a za svého následníka jsem určila bratránka, Karla Gustava Falckého. Ale ten zrádce Karel nebyl se stavem věcí spokojen a chtěl se stát králem dřív, než se má duše odebere k Bohu všemohoucímu!
str_rhodok_rebellion_pretender_story_2|V noci před bitvou se probili do hejtmanského stanu. Ale mí lidé mě bránili a zachránili mě. Lidé viděli mrtvolu a mysleli si, že je po mně. Ale to bylo tělo mého sluhy. Chápeš, co říkám? Chmelnickému na budoucnosti našeho národa nezáleží, žene ho ctižádost a touha po pomstě. Brzy přivede Ukrajinu do záhuby.
str_swadian_rebellion_pretender_story_3|Potřebuji odvážné a rozhodné lidi, abych se mohl postavit usurpátorovi a vyhlásit samostatnost Velké Litvy. A na to mám jako starosta žmuďský, vojvoda z Vilniusu a hejtman velkolitevský plné právo!
str_vaegir_rebellion_pretender_story_3|Ruku na srdce, už dávno bych vykřikoval: "Do zbraně! Bijte cara!" Jenže kde vzít někoho, kdo by si mohl činit nárok na carský trůn?
str_khergit_rebellion_pretender_story_3|Hledám si vhodné stoupence. Protože pokud se krymští šlechtici postaví na mou stranu, sultán s tím nic nenadělá a bude mě muset znovu uznat za chána.
str_nord_rebellion_pretender_story_3|Když si zajistil vojenskou podporu, začal mi vyhrožovat a donutil mě, abych z trůnu odstoupila. A to jsem předtím vyhrála Třicetiletou válku a udělila dvořanům nevídaná privilegia! Věřím, že by mi stačilo ukázat prstem, a Švédsko by se s radostí vrátilo pod mou vládu!
str_rhodok_rebellion_pretender_story_3|Když se znovu stanu hejtmanem, budu moct urovnat záležitosti s Reczpospolitou a přivedu Ukrajinu k nebývalému rozkvětu v rodině bratrských národů!
str_swadian_rebellion_monarch_response_1|Jestli vedeš tajné rozhovory s Radziwillem, budu tě muset zklamat. Tihle žmuďští protestanti si o svém rodu moc myslí, ale jsou to jen povýšenečtí litevští šlechtici s měšcem stejně plným, jak velké mají ambice.
str_vaegir_rebellion_monarch_response_1|Povídá se, že se na Donu vzbouřil jeden kozácký ataman. Nějaký ... Stěnka Razin, nebo tak nějak. Už ko netrpělivě očekávám v moskevském Kremlu. V železech, samozřejmě...
str_khergit_rebellion_monarch_response_1|Vidím, že jsi mluvil s tím smolařem Muhammadem. Ano, býval chánem, ale když nechal Moskevskému carovi skoro bez boje naše državy na Kavkaze a domluvil se s kozáky, nejsvětlejší sultán, nechť žije na věky věků, zjednal spravedlnost a předal mi vladařské insignie.
str_nord_rebellion_monarch_response_1|Krystýně se zastesklo po trůnu? Vždycky bývala nevypočitatelná. Nejdřív div že nepřivedla zemi na buben, když zdvojnásobila počet dvořanů, porozdávala korunní državy a všechny peníze utratila za dvorskou zábavu a na podporu svých oblíbenců. A pak se najednou dala na katolickou víru.
str_rhodok_rebellion_monarch_response_1|Ivan Barabáš se už dávno zaprodal těm zatraceným lechům. Když se stal nejvyšším hejtmanem, chtěl se zalíbit polskému králi, a tak naložil kozákům naprosto neúnosné clo a pomáhal prosazovat jednotnou katolickou víru. Ten zrádce přivede Ukrajinu zpátky do polského poddanství.
str_swadian_rebellion_monarch_response_2|To se dřív stane králem Rzeczpospolity chudý rytíř, který nemá ani vlastního koně, než někdo z těch kacířů z Vilniusu.
str_vaegir_rebellion_monarch_response_2|My, Romanovci, jsme právoplatnými nositeli monomachovské čepice, a ti povstalci, kteří se proti nám odvážili zvednout zbraň, budou viset na dubu nebo je necháme lámat v kole. Takže jestli jsi byl tak hloupý nebo špatně informovaný a máš s nimi něco společného, mazej k tajné službě a hezky jim vyklop všechno, co víš, jinak s tebou bude zle.
str_khergit_rebellion_monarch_response_2|Nemyslím, že by naše šlechta uvítala Muhammadův návrat. Proto ti z celého srdce radím, zapomeň, že vůbec kdy existoval. Jediný, kdo po něm v Bachčisaraji touží, je můj nový kat.
str_nord_rebellion_monarch_response_2|Bez ohledu na to, co tvrdí teď, se trůnu zřekla dobrovolně. Její abdikace v můj prospěch byla oficiálně přijata riksdagem - to je švédský parlament - a byly jí přiznány pozemkové renty z Gotlandu, Ölandu, Saaremy, Pomořan a z dalších držav. Švédsko je stát válečníků a protestantů a poslední, co potřebujeme, je královna - katolička, která si chce hrát na Alžbětu Anglickou.
str_rhodok_rebellion_monarch_response_2|Perejaslavská rada všem kozákům nařídila, aby přísahali věrnost moskevskému carovi. Náš národ bude mít právo na sebeurčení pouze pod ochrannými křídly pravoslavného státu. Věř mi, naše budoucnost nespočívá ve spojenectví s katolickým Polskem. Pouze hejtman, který úplně přišel o rozum, by bojoval proti Rusku...
str_credits_1|Mount & Blade^Ohněm a mečem
str_credits_2|Studio "Síč" (Kyjev)^^Vedoucí projektu a grafik:^Maxim Gorbaň^^Grafici:^Andrej Domračev^Serger Šaternyj^^Herní design:^Alexej Fedorič^^Autor scénáře:^Alexandr Trubnikov^^Programátor:^Vjačeslav Kušněruk
str_credits_3|Na hře dále spolupracovali:^Akrit^Devlet Geraj-chán^Niko^???^Rebalancer^Jomen^Bestt^^Zvláštní poděkování:^Diskusnímu fóru a komunitě «Síč» (http://empiretw.ru),^společnosti Unicorn Games a především Nikolaji Matijčukovi,^společnosti Aperion Studio, zvláště pak Olze Belaje a Igorovi Šegolkovovi,^kyjevskému počítačovému klubu Vault^a moskevskému počítačovému klubu Playground
str_credits_4|Unicorn Games (Kyjev)^^Technik videa:^Nikolaj Matijčuk^^Snowberry Connection (Stockholm)^^Výkonný producent:^Alexandr Suslov^^Koordinace mezinárodních záležitostí:^Pavel Nečajev^Vladimir Torcov^^Licence, koordinace obchodu:^Jekatěrina Nemova
str_credits_8|Asistent licenčního oddělení:^Elena Radovskaja^^Finanční kontrola:^Alexej Zdorov^^Asistent oddělení finanční kontroly:^Andrej Zadorožnij ^^Generální producent:^Sergej Klimov^^Snowball Studios (Moskva)^^Producent:^Michail Brjuchanov
str_credits_5|Techničtí producenti:^Michail Brjuchanov^Alexandr Radkevič^^Redaktor:^Uljana Jerofjeva^Steve Breslin^^Obálka:^Ganbat Badamchand^^Grafici:^Jekatěrina Ladatko^Alexej Čistov
str_credits_6|Uživatelské rozhraní:^Michail Kolbasnikov^^Polygrafie:^Michail Kolbasnikov^^Hudba:^Vadin Gankin^Petr Salnikov^Vladimír Kočetkov^^Vokály nazpívali:^Světlana Ščegolkova^Taťána Roslikova^Světlana Amerikanceva-Ščegolkova
str_credits_9|Mistr zvuku:^Evelina Novikova^^Zvukový režisér:^Michail Matvejev (RWS)^^Scénář videoklipu:^Artem Ščujko^Alexandr Syslov^^Zpracování videoklipu:^Alexandr Safronov (SKVO)
str_credits_7|Zvláštní poděkování:^Studio "Apeiron", Olga Belaja a Igor Šegolkov, počítačové kluby Vault (Kyjev)^a Playground (Moskva).
str_credits_10|Kontrola kvality:^Michail Brjuchanov^Alexandr Radkevič^Viktor Čaščin^Jegor Botov^Sergej Jegorov^Dmitrij Kjatkin^Vjačeslav Jerofjev^Stanislav Lobačev (Apeiron)^Nikita Pavlutin^Uljana Jerofjeva^Alexandr Suslov
str_credits_11|Propagace:^Svjatoslav Kozlov^Maria Konovalova^Alexandr Suslov^Vladimir Torcov^Artem Sčujko^^Ruské webové stránky:^Anton Ževljakov^^Vedoucí marketingu:^Pavel Nečajev^^Hlavní editor:^Evelina Novikova^^Technický ředitel:^Vitalij Klimov
str_credits_12|TaleWorlds Entertainment (Ankara)^^Producent:^Michajil Jazbek^^Programátoři:^Armagan Yavuz^Cem Cimenbicer
str_multi_scene_12|Náhodné pláně
str_multi_scene_13|Náhodné pláně (rozlehlé)
str_multi_scene_14|Náhodná step
str_multi_scene_15|Náhodná step (rozlehlá)
str_scn_mp_swed_zamok|Vyborg
str_scn_mp_nomad_camp|Kočovnický tábor
str_scn_mp_mosk_kreml|Není připraveno
str_scn_mp_novgorod_fortress|Tvrz v kopcích
str_scn_mp_rus_fortress|Orešek
str_scn_mp_tevt_zamok|Nepřipraveno
str_scn_mp_mosk_monastyr|Klášterní tvrz
str_scn_mp_old_castle|Starý hrad
str_scn_mp_arena|Aréna
str_scn_mp_marketplace|Tržiště
str_scn_mp_swamp_delta|Bažinatá delta
str_scn_mp_forest_camp|Tábor v lese
str_scn_mp_polya|Pole
str_scn_mp_hillroad|Horská silnice
str_scn_mp_hutor|Statek ve stepi
str_scn_mp_river_village|Vesnice u řeky
str_scn_mp_forest_edge|Okraj lesa
str_scn_mp_forest_road|Lesní cesta
str_multi_scene_end|konec vícenásobné scény
str_multi_game_type_1|Deathmatch
str_multi_game_type_2|Týmový deathmatch
str_multi_game_type_3|Bitva
str_multi_game_type_5|Boj o vlajku
str_multi_game_type_6|Dobývání
str_multi_game_type_7|Obléhání
str_multi_game_type_8|Souboj
str_multi_game_type_9|Kapitán - týmový deathmatch
str_multi_game_type_10|Kapitán - obléhání
str_multi_game_type_11|Kapitán - bitva
str_poll_kick_player_s1_by_s0|{s0} zahajuje hlasování o vyhození hráče jménem {s1}.
str_poll_ban_player_s1_by_s0|{s0} zahajuje hlasování o zákaz přístupu hráči jménem {s1}.
str_poll_change_map_to_s1_by_s0|{s0} zahajuje hlasování o změně mapy na {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} zahajuje hlasování o změně mapy na {s1}. a frakcí na {s2} a {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} zahajuje hlasování o změně počtu botů na {reg0} a {reg1}.
str_poll_kick_player|Hlasování o vyloučení hráče jménem {s0}: 1 = pro, 2 = proti
str_poll_ban_player|Hlasování o zákazu přístupu hráči jménem {s0}: 1 = pro, 2 = proti
str_poll_change_map|Hlasování o změně mapy na {s0}. 1 = pro, 2 = proti
str_poll_change_map_with_faction|Hlasování o změně mapy na {s0} a frakcí na {s1} versus {s2}. 1 = pro, 2 = proti
str_poll_change_number_of_bots|Hlasování o změně počtu botů na {reg0} ({s0}) a {reg1} ({s1}). 1 = pro, 2 = proti
str_poll_time_left|(zbývá sekund: {reg0})
str_poll_result_yes|Většina hlasovala pro.
str_poll_result_no|Většina hlasovala proti.
str_total_item_cost_reg0|Celková cena: {reg0}
str_server_name|Název serveru:
str_game_password|Heslo hry:
str_map|Mapa:
str_game_type|Typ hry:
str_max_number_of_players|Maximální počet hráčů:
str_number_of_bots_in_team_reg1|Počet botů v týmu {reg1}:
str_team_reg1_faction|Frakce týmu {reg1}:
str_enable_valve_anti_cheat|Aktivovat proticheatovací systém Valve (k tomu je třeba mít platný účet na systému Steam)
str_allow_friendly_fire|Povolit palbu do vlastních řad
str_allow_melee_friendly_fire|Povolit rány zblízka do vlastních řad
str_friendly_fire_damage_self_ratio|Střelba do vlastních: (%):
str_friendly_fire_damage_friend_ratio|Střelba přátel do vlastních: (%):
str_spectator_camera|Kamera diváka:
str_control_block_direction|Ovládání směru blokování:
str_map_time_limit|Časový limit mapy (v minutách):
str_round_time_limit|Časový limit kola (v sekundách):
str_players_take_control_of_a_bot_after_death|Při smrti přepnout na bota:
str_team_points_limit|Bodový limit pro tým:
str_point_gained_from_flags|Body, které tým získal za vlajky (%):
str_point_gained_from_capturing_flag|Body získané za získání vlajek:
str_respawn_period|Čas pro návrat do hry (v sekundách):
str_add_to_official_game_servers_list|Přidat na oficiální seznam herních serverů
str_combat_speed|Rychlost boje:
str_combat_speed_0|Nejpomalejší
str_combat_speed_1|Pomalejší
str_combat_speed_2|Střední
str_combat_speed_3|Rychlejší
str_combat_speed_4|Nejrychlejší
str_defender_spawn_count_limit|Počet obránců pro obnovení:
str_unlimited|Bez omezení
str_automatic|Automaticky
str_by_mouse_movement|Pohybem myši
str_free|Volně
str_stick_to_any_player|Zaměřit na kteréhokoli hráče
str_stick_to_team_members|Zaměřit na členy týmu
str_stick_to_team_members_view|Zaměřit pohled na členy týmu
str_make_factions_voteable|Povolit hlasování o změně frakce
str_make_kick_voteable|Povolit hlasování o vyhození hráče
str_make_ban_voteable|Povolit hlasování o zákazu přístupu hráči
str_bots_upper_limit_for_votes|Limit počtu botů pro hlasování:
str_make_maps_voteable|Povolit změnu mapy pomocí hlasování
str_valid_vote_ratio|Procento pro úspěšné hlasování (%):
str_auto_team_balance_limit|Práh pro samovyvážení týmu (rozdíl):
str_welcome_message|Úvodní zpráva:
str_initial_gold_multiplier|Zlato na začátku (%):
str_battle_earnings_multiplier|Bonus zlata za boj (%):
str_round_earnings_multiplier|Bonus zlata na kolo (%):
str_allow_player_banners|Povolit individuální praporce
str_force_default_armor|Vynutit minimální zbroj
str_respawning_in_reg0_seconds|Návrat do hry za {reg0} sekund.
str_no_more_respawns_remained_this_round|Pro toto kolo už ti nezbývají žádné životy.
str_reg0_respawns_remained|(zbývá životů: {reg0})
str_this_is_your_last_respawn|(toto je tvůj poslední život)
str_wait_next_round|(počkat na další kolo)
str_yes_wo_dot|Ano
str_no_wo_dot|Ne
str_we_resign|Už nejsme dost silní, abychom mohli pokračovat v boji. Vzdáváme se ti a uznáváme, že nad námi {playername} vítězí.
str_i_resign|Dnes ještě nechci umřít. Vzdávám se
str_s1_returned_flag|{s1} vrací vlajku zpět na základnu!
str_s1_auto_returned_flag|{s1} - vlajka se automaticky vrátila na základnu!
str_s1_captured_flag|{s1} získává nepřátelskou vlajku!
str_s1_taken_flag|{s1} má nepřátelskou vlajku!
str_s1_neutralized_flag_reg0|{s1} neutralizuje vlajku {reg0}.
str_s1_captured_flag_reg0|{s1} získává vlajku {reg0}!
str_s1_pulling_flag_reg0|{s1} začíná odmontovávat vlajku {reg0}.
str_s1_destroyed_catapult|{s1} ničí katapult!
str_s1_destroyed_trebuchet|{s1} ničí obléhací prak!
str_s1_destroyed_all_targets|{s1} ničí všechny cíle!
str_s1_saved_1_target|{s1} zachraňuje jeden cíl!
str_s1_saved_2_targets|{s1} zachraňuje všechny cíle!
str_s1_defended_castle|{s1} brání hrad!
str_s1_captured_castle|{s1} obsazuje hrad!
str_auto_team_balance_in_20_seconds|Za 20 sekund proběhne automatické vyvážení týmů.
str_auto_team_balance_next_round|V příštím kole budou týmy automaticky vyváženy.
str_auto_team_balance_done|Týmy byly automaticky vyváženy.
str_s1_won_round|{s1} vyhrává kolo.
str_round_draw|Čas vypršel, mění se kolo.
str_round_draw_no_one_remained|Už nikdo nezbývá, mění se kolo.
str_death_mode_started|Rychle! Ovládni bojiště!
str_reset_to_default|Vrátit na implicitní
str_done|Hotovo
str_player_name|Jméno hráče
str_kills|Počet zabitých
str_deaths|Smrti
str_ping|Ping
str_dead|Je po smrti
str_reg0_dead|{reg0} je po smrti
str_bots_reg0_agents|Botové ({reg0} agentů)
str_bot_1_agent|Bot (1 agent)
str_score|Skóre
str_score_reg0|Skóre: {reg0}
str_flags_reg0|(Vlajky: {reg0})
str_reg0_players|({reg0} hráčů)
str_reg0_player|({reg0} hráč)
str_open_gate|Otevřít bránu
str_close_gate|Zavřít bránu
str_open_door|Otevřít dveře
str_close_door|Zavřít dveře
str_raise_ladder|Postavit žebřík
str_drop_ladder|Sundat žebřík
str_back|[Zpět]
str_start_map|Spustit mapu
str_choose_an_option|Vybrat možnost:
str_choose_a_poll_type|Vybrat typ hlasování:
str_choose_faction|Vybrat frakci
str_choose_a_faction|Vybrat frakci:
str_choose_troop|Vybrat jednotku
str_choose_a_troop|Vybrat jednotku:
str_choose_items|Vybrat vybavení
str_options|Nastavení
