str_no_string|BRAK LINII!
str_starting_gold_ratio_is_reg0|Początkowe złoto: {reg0}%
str_combat_gold_bonus_ratio_is_reg0|Premia do złota z walki: {reg0}%
str_round_gold_bonus_ratio_is_reg0|Premia do złota w rundzie: {reg0}%
str_point_gained_from_flags_is_reg0|Punkty dla drużyny zdobyte za flagi: {reg0}%
str_point_gained_from_capturing_flag_is_reg0|Punkty uzyskane za przejęcia flag: {reg0}%
str_map_time_limit_is_reg0|Limit czasowy mapy (w minutach): {reg0}.
str_team_points_limit_is_reg0|Limit punktów dla drużyny: {reg0}.
str_defender_spawn_count_limit_is_s1|Odliczanie odrodzenia obrońców wynosi {s1}.
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} zabito, {reg5} raniono, {reg6} rozgromiono
str_reg4_killed_reg5_routed|{reg4} zabito, {reg5} rozgromiono
str_reg4_killed_reg5_wounded|{reg4} zabito, {reg5} raniono
str_reg4_wounded_reg5_routed|{reg4} raniono, {reg5} rozgromiono
str_quick_battle_scene_1|Delta rzeki
str_quick_battle_scene_2|Wioska nad rzeką
str_quick_battle_scene_3|Chutor
str_quick_battle_scene_4|Drewniany fort
str_quick_battle_scene_5|Twierdza nad rzeką
str_quick_battle_troop_1|Rajtarzy mają na sobie zbroje rycerzy i posługują się bronią palną. Mogą zranić wroga strzałem i dobić go w walce wręcz. Tym niemniej ustępują zarówno dobrym strzelcom, jak i wytrenowanej ciężkiej kawalerii. W pułkach rajtarów było do 2 tysięcy jeźdźców: jedna kompania uzbrojona w kopie, a pozostali w broń palną. Atakowali zaś rzędami, podjeżdżając na odległość wystrzału do przeciwnika i oddając salwy z pistoletów. 
str_quick_battle_troop_2|Ta unikalna jednostka armii polskiej, być może,  jest nawet najlepszą ciężką kawalerią na świecie! Wywodzący się z nieustraszonej szlachty skrzydlaci rycerze wyróżniają się najwyższym przygotowaniem bojowym i najlepszym ekwipunkiem. Błyskawicznie atakując w ciężkich pancerzach i na potężnych koniach, husarze przerażali wroga już swym wyglądem i potrafili przerwać szyk bojowy każdego rodzaju wojska. Tym niemniej powinni się wystrzegać dużych grup strzelców, szczególnie w niewygodnym dla kawalerii terenie. Godzina sławy dla husarii wybiła pod Wiedniem, kiedy dzięki nim zostało zatrzymane natarcie Turków na Europę. W XVII w. husaria była uważana za najlepszą kawalerię na całym świecie!
str_quick_battle_troop_3|Bojarzy są doskonale wyszkoleni i uzbrojeni. Łączą w sobie napór zachodniej i szybkość wschodniej kawalerii. I chociaż niektórzy Europejczycy uważają ich za przeżytek epoki feudalizmu, to nikt nie zaryzykuje powiedzieć im to prosto w twarz! Bojarzy to najwyższa warstwa w społeczeństwie feudalnym państwa rosyjskiego X-XVII w. Od XV w. w państwie rosyjskim bojar miał najwyższą rangę wśród "służących ojczyźnie". Tytuł bojara dawał prawo uczestnictwa w posiedzeniach Dumy Bojarów i był to najważniejszy tytuł w Dumie. Odejście od partykularyzmu w 1682 r. ostatecznie zmniejszyło znaczenie bojarów. Tytuł bojara został zniesiony przez Piotra I na początku XVIII w. 
str_quick_battle_troop_4|Kirasjerzy (w dosłownym tłumaczeniu pancernicy, fr. Cuirasse - pancerz) - to rodzaj kawalerii noszącej pancerz w formie kirysu. Pojawili się w XVI wieku w wielu krajach Europy jako ciężka jazda utworzona w celu zwiększenia liczebności kawalerii jeździeckiej i nosząca stosunkowo niedrogi, niepełny pancerz nazywany kirasjerskim, z którego do XIX wieku pozostał tylko hełm i kirys. Początkowo, gdy istnieli równolegle z rycerzami ich podstawowym uzbrojeniem był miecz rycerski, który później został zastąpiony pałaszem, a w niektórych armiach ciężką szablą. 
str_quick_battle_troop_5|Dżasacy byli podstawowym rodzajem wojska tatarskiego. Mimo że nie wyróżniali się wybitnymi cechami bojowymi, to jednak dzięki swojej liczebności i manewrowości mogli stać się poważnym zagrożeniem. Ich uzbrojenie składało się z dobrego łuku  i przeciętnej jakości szabli. Są to doskonali strzelcy, szczególnie skuteczni w atakach zaczepnych. 
str_quick_battle_troop_6|Muszkieterzy to jądro każdej armii. Już tylko to, że wyśmienicie potrafią strzelać czyni ich groźną siłą na polu walki, przecież niekiedy tylko jedna lub kilka salw mogą zdecydować o wyniku bitwy. Jednak nie można zapomnieć, że w walce wręcz są bezbronni przeciwko kawalerii lub ciężkiej piechocie, dlatego też niezbędne jest wysyłanie ich do walki z solidnym wsparciem pikinierów lub kawalerii.^W połowie XVI wieku muszkiet stał się podstawową bronią używaną w trakcie wojny. Jego skuteczność przewyższała zarówno łuk, jak i kuszę, którymi posługiwano się wcześniej. Po krótkim przygotowaniu każdy mógł nauczyć się nim władać i stać się pełnowartościowym żołnierzem. Szeregowymi muszkieterami najczęściej zostawali chłopi i mieszczanie. 
str_quick_battle_troop_7|Oddziały kozackiej hołoty była znane jako grupy uderzeniowe. Brak pancerza rekompensowały sobie męstwem i zaciętością w walce. Salwa z pistoletu z najbliższej odległości znacząco zwiększa ich szanse na zwycięstwo, ale przeciwko kawalerii nie dadzą sobie rady. Morskie wyprawy nie były dla kozaków czymś wyjątkowym, były to zwykłe najazdy rozbójnicze, które wykształciły nowy rodzaj wojsk. Zejście na brzeg przeciwnika nie zawsze obywało się bez ofiar, zresztą statki kupieckie też nie były tak bardzo bezbronne. Hołota ponosiła duże straty, przeskakując z pokładu na brzeg lub pokład statku przeciwnika, nie mając dostatecznie dużo czasu na sformowanie szyku i przygotowanie, nie posiadała też ciężkiej zbroi i uzbrojenia. Oddziały te brały udział również w walkach lądowych, gdzie odznaczyły się jako grupy uderzeniowe, które gotowe były dokonać pierwszego ataku lub też  przetrzymać początkowe natarcie przeciwnika. 
str_quick_battle_troop_8|Ci wyszkolenie żołnierze w pełnej zbroi walczą mieczami oburęcznymi. Ciężka piechota naciera w pierwszych rzędach, przerywając obronę przeciwnika. Najważniejsze, to uchronić ich przed ogniem przeciwnika, a już w walce wręcz sami sobie poradzą! 
str_quick_battle_troop_9|W drugiej połowie XVI  i początku XVII wieku przestarzałych landsknechtów zmienił nowy typ wojsk - rundaszyrowie. Rundaszyrowie - to silnie zdyscyplinowane oddziały, uzbrojone w miecz i niewielką, okrągłą tarczę i noszące kirys. Zdolni są skutecznie prowadzić walkę z najbliższej odległości zarówno z piechotą przeciwnika, jak i też z lekką  konnicą. Jednak w przypadku, gdy natkną się na wrogie oddziały muszkieterów lub ciężkiej konnicy, ich sytuacja będzie nie do pozazdroszczenia. Stopniowo ten rodzaj piechoty zanika z powodu szybkiego rozwoju broni palnej i co za tym idzie, zmiany sposobu prowadzenia walki wręcz na walkę w dystansie. Pikinierzy istnieli zaś znacznie dłużej, w niektórych krajach brali udział w wojnach aż do początku XIX wieku.
str_quick_battle_troop_10|Pikinierzy długo zachowali swoją pozycję w armiach europejskich. Wraz z rozwojem broni palnej spadała waga zbroi, w rezultacie czego na żołnierzach walczących piką został tylko kirys, który dobrze chronił przed ciosami broni białej oraz metalowy hełm zakrywający głowę. Pikinierzy byli uzbrojeni w długie piki. Formowali szyk złożony z przylegających do siebie rzędów i byli przeznaczeni do ochrony muszkieterów przed gwałtownym natarciem kawalerii przeciwnika. Broń palna cały czas była jeszcze niedoskonała i piechota, z reguły, zdążała oddać jedną salwę po czym wstępowała w walkę wręcz z przeciwnikiem lub też zamieniała się miejscami z rzędem, który jeszcze nie strzelał. W takich warunkach część piechoty musiała posiadać zbroję i broń białą do walki wręcz. W niektórych armiach pikinierzy istnieli jeszcze aż do początku XIX wieku. 
str_quick_battle_troop_11|Szkoci zawsze słynęli w Europie ze swych doskonałych żołnierzy. Jeszcze za czasów Edwarda III i powstania Williama Wallace'a szkocka piechota z powodzeniem rozgramiała kawalerię Anglików. Szkoccy halabardnicy wzorowali się na tradycjach słynnych niemieckich landsknechtów i szwajcarskich piechurów. W XV-XVI wieku taka piechota rządziła na polach bitwy, jednak również pod koniec XVI, jak  i w XVII wieku ten rodzaj wojska ciągle był wykorzystywany. Halabardnicy do prowadzenia walki w dystansie, mogli równie skutecznie przyjmować natarcia wrogiej piechoty, jak i samemu z powodzeniem nacierać na przeciwnika.
str_map_basic|Mapa
str_game_type_basic|Rodzaj gry
str_battle|Bitwa
str_siege_offense|Oblężenie (atak)
str_siege_defense|Oblężenie (obrona)
str_character|Postać
str_biography|Opis
str_player|Gracz
str_enemy|Wróg
str_faction|Frakcja
str_army_composition|Skład armii
str_army_size|Wielkość armii
str_reg0_men|{reg0} ludzi
str_start|Start
str_tutorial_training_ground_warning_no_weapon|Nie uważasz, że zanim zaczniemy, przydałaby Ci się jakaś broń? Pewnie jakąś tu znajdziesz. Po prostu weź jedną z nich.
str_tutorial_training_ground_attack_training_down|Wykonaj pchnięcie! (Przesuń myszkę w dół, wciskając lewy przycisk myszy)
str_tutorial_training_ground_attack_training_up|Wykonaj atak znad głowy! (Przesuń myszkę w górę, wciskając lewy przycisk myszy)
str_tutorial_training_ground_attack_training_left|Zaatakuj z lewej! (Przesuń myszkę w lewo, wciskając lewy przycisk myszy)
str_tutorial_training_ground_attack_training_right|Zaatakuj z prawej! (Przesuń myszkę w prawo, wciskając lewy przycisk myszy)
str_merch_t_1|Piechota
str_merch_t_3|Strzelców
str_merch_t_5|Jeźdźcy
str_merch_k_1|Piechota
str_merch_k_3|Strzelców
str_merch_k_5|Jeźdźcy
str_merch_p_1|Piechota
str_merch_p_3|Strzelców
str_merch_p_5|Jeźdźcy
str_merch_s_1|Piechota
str_merch_s_3|Strzelców
str_merch_s_5|Jeźdźcy
str_merch_m_1|Piechota
str_merch_m_3|Strzelców
str_merch_m_5|Jeźdźcy
str_oim_potop_horse_warn|Zostałeś rozpoznany przez Kozaków. Spróbuj się przedrzeć zbrojnie.
str_oim_potop_horse_warn_defenders|Zostałeś rozpoznany przez Kozaków. Spróbuj przedrzeć się zbrojnie, ale uważaj na posiłki kozackie...
str_oim_polish_defeated|^Roku pańskiego od stworzenia świata 1656, król polski zdławił sejm szlachecki, po czym ogłosił się monarchą absolutnym na wzór króla Słońce Ludwika. Szlachta natychmiast chwyciła za szablę i wkrótce na ziemiach Wielkiej i Małej Polski, ziemiach litewskich, ruskich i ukraińskich ogłoszono konfederacje, które król postanowił zdławiać z pomocą zaciężnych regimentów z Niemiec. ^^ Wkrótce cała Litwa i Korona zajęła się ogniem jak wiązka suchego chrustu. Sam Jan Kazimierz, straciwszy poparcie szlachty i narodu, uciekł, tronu się zrzekając, wraz ze swym dowódcą, który z nizin społecznych pochodził, a imię {playername} nosił. Na granicy Mazowsza i Prus otoczyli ich kurpiowscy zbóje i swawolnicy, których wielu włóczyło się natenczas po kraju. Król i wszyscy jego towarzysze zginęli, a gdzie zwłoki ich spoczywają, nikt po dzień dzisiejszy nie wie. ^^ Zenon Petrecki. ''Krótka historia Rzeczpospolitej'', 1855 r.
str_oim_polish_defeated_hero_dead|^Roku pańskiego od stworzenia świata 1656 król polski, polecił ściąć za zdradę Hetmana Koronnego {playername} zdławił sejm szlachecki, po czym ogłosił się monarchą absolutnym na wzór króla Słońce Ludwika. Szlachta natychmiast chwyciła za szablę i wkrótce na ziemiach Wielkiej i Małej Polski, litewskich, ruskich i ukraińskich ogłoszono konfederacje, które król postanowił zdławiać zaczął z pomocą zaciężnych regimentów z Niemiec. ^^ Wkrótce cała Litwa i Korona zajęła się ogniem jak wiązka suchego chrustu. Sam Jan Kazimierz, straciwszy poparcie szlachty i narodu, uciekł, tronu się zrzekając. Na granicy Mazowsza i Prus otoczyli go kurpiowscy zbóje i swawolnicy, których wielu włóczyło się natenczas po kraju. Król i wszyscy jego towarzysze zginęli, a gdzie zwłoki ich spoczywają, nikt po dzień dzisiejszy nie wie. ^^ Zenon Petrecki. ''Krótka historia Rzeczpospolitej'', 1855 r.
str_oim_potop_hero_killed|Latem 1656, potężny Król {playername}, niezwyciężony wódz, padł rażony kindżałem najemnego zabójcy. Sic transit gloria mundi (tak przemija chwała tego świata). ^^ ''Dzieje niespokojnych lat'', Wielebny Pafnucy z Nowogrodu
str_oim_was_killed_while_in_town|Twoja próba zatrucia wody nie powiodła się. Zostałeś schwytany i następnego dnia rankiem powieszony na murach grodzkich. Tak zakończyła się nieudana próba szturmu na miasto. 
str_zagloba_member_chat_1|Prędzej liście na tej lipie zliczyć zdołasz, niż tych wrogów, których ukatrupiłem. Gdybym miał tyle włosów na głowie, ilu ich trupem położyłem, cyrulicy bogaczami by byli tylko dzięki strzyżeniu mojej czupryny. Niech mnie ziemia pochłonie, jeżeli kłamię...
str_zagloba_member_chat_2|Za dawnych czasów na dziesięć zwycięstw jedna porażka przypadała i cały świat dziwił się odwadze naszej. Teraz jeno porażki nas spotykają, zdradzają nas wiarołomnie nie tylko pojedynczy ludzie, a i prowincje całe. Boże, okaż żal Ojczyźnie!
str_zagloba_member_chat_3|Bardzo bym chciał mięsa szwedzkiego raz jeszcze posmakować, tak jak wilk baraniny! Szubrawcy! Niegodziwcy! Sodomici w pończoszkach! Pchły ich gryzą, po klejnotach skaczą, nogi ich świerzbią, w domu wysiedzieć nie mogą i pchają się na cudze ziemie...
str_zagloba_member_chat_4|Niemało krwi napsułem Szwedom tymi rękoma i jeszcze wielu trupem położę. Niewielu żołnierzy zostało przy życiu z tych, którzy widzieli mnie pod Hamersztynem i Trzcianą, lecz kto żyw jeszcze, nigdy mnie już nie zapomni.
str_zagloba_member_chat_5|Jestem starym obrońcą Zbaraża, tą oto sędziwą ręką zarąbałem Burłaja, największego rezuna zaraz po Chmielnickim. Ten, kto nie słyszał o Zagłobie, ten w czasie pierwszej wojny z Kozakami pewnie groch łuskał, kury podszczypywał lub cielaki wypasał, czego tak dostojni kawalerowi jak wy, mam nadzieję, nie robili.
str_zagloba_member_chat_6|Czas już by me stare kości odpoczynku zaznały; lepiej już bym się na piecu wylegiwał, jadł twaróg ze śmietaną, ogrodu doglądał i jabłka zbierał, żniwiarzy pilnował i niewiasty po plecach poklepywał. Pewnie i wróg dla własnego dobra by mnie zostawił w spokoju, albowiem i Szwedzi i Kozacy wiedzą, że rękę mam ciężką, i nie daj Bóg, by imię moje było Wam, bracia, znane tak, jak moim wrogom.
str_zagloba_member_chat_7|Odpocząć powinienem, ale ojczyzna w niebezpieczeństwie, wróg naszą ziemię tratuje, więc jestem tu, by razem z Wami dać mu odpór za ojczyznę, która jak matka nas wszystkich wykarmiła. Kto dziś nie stanie w jej obronie, kto nie przybiegnie na ratunek, ten nie syn jej, a bękart jeno, co miłości jej nie wart. 
str_zagloba_member_chat_8|Stary ja już, ale kiedy wola boska nastanie i zginąć mi przyjdzie, to ostatkiem sił wykrzyknę: ''Na Szweda, bracia, na Szweda''. Przysięgę złożymy, by szabli z rąk nie wypuszczać, póki z ziemi ojczystej wroga nie przegonimy!
str_zagloba_member_chat_9|Lew po to przed walką ryczy, by we wściekłość wpaść, a co się wodzów wielkich tyczy, to każdy miał swoje na to sposoby. Hannibal, ponoć, grał w kości. Scypion Afrykański wiersze czytywał, a hetman Koniecpolski, ojciec nasz, zawsze o babach lubił pogadać. Ja zaś przed walką lubię kilka godzin się zdrzemnąć lub kielich zacny wychylić z przyjaciółmi.
str_zagloba_member_chat_10|Jak mówią starcy, siła nieczysta trunków nie tknie, można je pić wszędzie, ale jadła, a już szczególnie polewek, trza się wystrzegać. Tak było i na Krymie, gdziem w niewoli siedział. Mułłowie tatarscy, czyli po naszemu księża, tak umieli baraninę z czosnkiem uwarzyć, że spróbować wystarczy, a jużeś się gotów wiary wyrzec i w ich oszukańczego proroka uwierzyć.
str_zagloba_member_chat_11|Sam chan krymski miłością mnie darzy za to, żem wykrył spisek przeciw jego życiu, gdym w jego niewoli przebywał na Krymie. Acz i nasz Król miłościwy - Jan Kazimierz niepomiernie bardziej mnie kocha.
str_zagloba_member_chat_12|Po każdym takim wypadzie, - opowiadał on - jak bywa, że zarąbiemy pięć, a nawet dziesięć tysięcy kozackich rezunów Chmielnicki głową w ścianę wali i wykrzykuje w rozpaczy: ''Toż to jasne jak słońce, że to dzieło rąk tego diabła Zagłoby''. A gdy podpisywano ugodę zborowską, to sam chan patrzył na mnie, jak na dziwo jakie i prosił o mój portret, gdyż chciał sułtanowi wysłać w prezencie.
str_zagloba_member_chat_13|Zgoda, zgoda jeno i pobijemy tych szubrawców, tych Germańców, tych pludraków, rybojadów i innych wszawych brodaczy, co latem w kożuchach łażą i saniami jeżdżą! Tak im popalić damy, że tylko pięty ich zobaczymy. Każdy, kto żyw, niech bije psie nasienie! Niech bije ten, komu ojczyzna i honor drogie! 
str_zagloba_member_chat_14|Wiem, co to ranga i każdą mogę osiągnąć! Drugi Zbaraż wam tutaj urządzę, powtarzam wam, drugi Zbaraż! Udławi się Radziwiłł, udławią się Szwedzi, nim mnie pokonają. Chciałbym by Chowański się na nas uderzyć odważył, pogrzebałbym go tak, że znaleźć by go nie sposób było. Niedaleko stąd obozują, niech przyjdą więc! Niech spróbują tylko! 
