str_no_string|AUCUNE CHAÎNE !
str_credits_12|TaleWorlds Entertainment (Ankara)^^Producteur :^Mika'il Yazbeck^^Programmation :^Armağan Yavuz^Cem Çimenbiçer
str_multi_scene_12|Plaines aléatoires (moyennes)
str_multi_scene_13|Plaines aléatoires (grandes)
str_multi_scene_14|Steppes aléatoires (moyennes)
str_multi_scene_15|Steppes aléatoires (grandes)
str_scn_mp_swed_zamok|Vyborg
str_scn_mp_nomad_camp|Campement nomade
str_scn_mp_mosk_kreml|Pas prêt
str_scn_mp_novgorod_fortress|Un château dans les collines
str_scn_mp_rus_fortress|Oreshek
str_scn_mp_tevt_zamok|Pas prêt
str_scn_mp_mosk_monastyr|Forteresse du monastère
str_scn_mp_old_castle|Vieux château
str_scn_mp_arena|Arène
str_scn_mp_marketplace|Place du marché
str_scn_mp_swamp_delta|Marécage du delta
str_scn_mp_forest_camp|Campement de la forêt
str_scn_mp_polya|Champs
str_scn_mp_hillroad|Route de la colline
str_scn_mp_hutor|Ferme des steppes
str_scn_mp_river_village|Un village en bord de rivière
str_scn_mp_forest_edge|Orée de la forêt
str_scn_mp_forest_road|Une route dans la forêt
str_multi_scene_end|multi scene end
str_multi_game_type_1|Match à mort
str_multi_game_type_2|Match à mort par équipe
str_multi_game_type_3|Bataille
str_multi_game_type_5|Capture du drapeau
str_multi_game_type_6|Conquête
str_multi_game_type_7|Siège
str_multi_game_type_8|Duel
str_multi_game_type_9|Capitaine Match à mort par équipe
str_multi_game_type_10|Capitaine Coopérative
str_multi_game_type_11|Captaine Bataille
str_poll_kick_player_s1_by_s0|{s0} a lancé un vote pour expulser le joueur {s1}.
str_poll_ban_player_s1_by_s0|{s0} a lancé un vote pour interdire le joueur {s1}.
str_poll_change_map_to_s1_by_s0|{s0} a lancé un vote pour remplacer la carte par {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} a lancé un vote pour remplacer la carte par {s1} et les factions par {s2} et {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} a lancé un vote pour remplacer le nombre de bots par {reg0} et {reg1}.
str_poll_kick_player|Votez pour ou contre l'expulsion du joueur {s0} : 1 = Pour, 2 = Contre
str_poll_ban_player|Votez pour ou contre l'interdiction du joueur {s0} : 1 = Pour, 2 = Contre
str_poll_change_map|Votez pour ou contre le remplacement de la carte par {s0} : 1 = Pour, 2 = Contre
str_poll_change_map_with_faction|Votez pour ou contre le remplacement de la carte par {s0} et des factions par {s1} au lieu de {s2} : 1 = Pour, 2 = Contre
str_poll_change_number_of_bots|Votez pour ou contre le remplacement du nombre de bots par {reg0} pour {s0} et {reg1} pour {s1} : 1 = Pour, 2 = Contre
str_poll_time_left|({reg0} secondes restantes)
str_poll_result_yes|Le ""pour"" l'emporte à la majorité.
str_poll_result_no|Le ""contre"" l'emporte à la majorité.
str_total_item_cost_reg0|Coût total : {reg0}
str_server_name|Nom du serveur :
str_game_password|Mot de passe de la partie :
str_map|Carte :
str_game_type|Type de partie :
str_max_number_of_players|Nombre maximum de joueurs :
str_number_of_bots_in_team_reg1|Nombre de bots de l'équipe {reg1} :
str_team_reg1_faction|Faction équipe {reg1} :
str_enable_valve_anti_cheat|Activer le système VAC (requiert un compte Steam valide)
str_allow_friendly_fire|Permettre les tirs alliés à distance
str_allow_melee_friendly_fire|Permettre les tirs alliés au corps-à-corps
str_friendly_fire_damage_self_ratio|Dégâts des tirs alliés - Soi (%) :
str_friendly_fire_damage_friend_ratio|Dégâts de tirs alliés - Allié (%) :
str_spectator_camera|Caméra des spectateurs :
str_control_block_direction|Direction du bloc de contrôle :
str_map_time_limit|Limite de temps de la carte (minutes) :
str_round_time_limit|Limite de temps du tour (secondes) :
str_players_take_control_of_a_bot_after_death|Basculer vers bot en mourant :
str_team_points_limit|Limite de points des équipes :
str_point_gained_from_flags|Points d'équipe gagnés pour les drapeaux (%) :
str_point_gained_from_capturing_flag|Points gagnés pour la capture de drapeaux :
str_respawn_period|Période de réapparition (secondes) :
str_add_to_official_game_servers_list|Ajouter à la liste des serveurs officiels
str_combat_speed|Vitesse des combats :
str_combat_speed_0|Très lents
str_combat_speed_1|Lents
str_combat_speed_2|Intermédiaires
str_combat_speed_3|Rapides
str_combat_speed_4|Très rapides
str_defender_spawn_count_limit|Nombre de réapparitions des défenseurs :
str_unlimited|Illimité
str_automatic|Automatique
str_by_mouse_movement|Par mouvement de la souris
str_free|Libre
str_stick_to_any_player|Suivre un joueur
str_stick_to_team_members|Suivre les membres de l'équipe
str_stick_to_team_members_view|Suivre le point de vue des membres de l'équipe
str_make_factions_voteable|Permettre les votes pour changer les factions
str_make_kick_voteable|Permettre les votes pour expulser des joueurs
str_make_ban_voteable|Permettre les votes pour interdire des joueurs
str_bots_upper_limit_for_votes|Limite maximale de bots pour les votes :
str_make_maps_voteable|Limite de bots pour les votes :
str_valid_vote_ratio|Seuil d'acceptation du vote (%) :
str_auto_team_balance_limit|Seuil d'équilibrage automatique des équipes (diff.) :
str_welcome_message|Message de bienvenue :
str_initial_gold_multiplier|Or de départ (%) :
str_battle_earnings_multiplier|Bonus d'or au combat (%) :
str_round_earnings_multiplier|Bonus d'or du tour (%) :
str_allow_player_banners|Permettre les bannières individuelles
str_force_default_armor|Armure minimale
str_respawning_in_reg0_seconds|Réapparition dans {reg0} secondes...
str_no_more_respawns_remained_this_round|Aucune vie restante pour ce tour
str_reg0_respawns_remained|({reg0} vies restantes)
str_this_is_your_last_respawn|(C'est votre dernière vie)
str_wait_next_round|(Attendez le tour suivant)
str_yes_wo_dot|Oui
str_no_wo_dot|Non
str_we_resign|Il ne nous reste plus aucune force pour vous combattre. Nous nous rendons, {playername}.
str_i_resign|Je ne veux pas mourir aujourd'hui. Je me rends.
str_s1_returned_flag|{s1} a renvoyé son drapeau à sa base !
str_s1_auto_returned_flag|Drapeau {s1} automatiquement renvoyé à sa base !
str_s1_captured_flag|{s1} a capturé le drapeau ennemi !
str_s1_taken_flag|{s1} s'est emparé du drapeau ennemi !
str_s1_neutralized_flag_reg0|{s1} a neutralisé le drapeau {reg0}.
str_s1_captured_flag_reg0|{s1} a capturé le drapeau {reg0} !
str_s1_pulling_flag_reg0|{s1} a commencé à lever le drapeau {reg0}.
str_s1_destroyed_catapult|{s1} a détruit la catapulte !
str_s1_destroyed_trebuchet|{s1} a détruit le trébuchet !
str_s1_destroyed_all_targets|{s1} a détruit toutes les cibles !
str_s1_saved_1_target|{s1} a sauvé une cible.
str_s1_saved_2_targets|{s1} a sauvé toutes les cibles.
str_s1_defended_castle|{s1} a défendu son château !
str_s1_captured_castle|{s1} a capturé le château !
str_auto_team_balance_in_20_seconds|Équilibrage automatique dans 20 secondes.
str_auto_team_balance_next_round|Équilibrage automatique au tour suivant.
str_auto_team_balance_done|Les équipes ont été automatiquement équilibrées.
str_s1_won_round|{s1} a remporté le tour !
str_round_draw|Temps écoulé. Tour nul.
str_round_draw_no_one_remained|Il ne reste plus personne. Tour nul.
str_death_mode_started|Vite ! Devenez maître du terrain !
str_reset_to_default|Rétablir les paramètres par défaut
str_done|Terminé
str_player_name|Nom du joueur
str_kills|Tués
str_deaths|Morts
str_ping|Ping
str_dead|Mort(s)
str_reg0_dead|{reg0} mort(s)
str_bots_reg0_agents|Bots ({reg0} agents)
str_bot_1_agent|Bot (1 agent)
str_score|Score
str_score_reg0|Score : {reg0}
str_flags_reg0|(Drapeaux : {reg0})
str_reg0_players|({reg0} joueurs)
str_reg0_player|({reg0} joueurs)
str_open_gate|Ouvrir la porte
str_close_gate|Fermer la porte
str_open_door|Ouvrir la porte
str_close_door|Fermer la porte
str_raise_ladder|Lever l'échelle
str_drop_ladder|Baisser l'échelle
str_back|Précédent(e)
str_start_map|Lancer la carte
str_choose_an_option|Choisissez une option :
str_choose_a_poll_type|Choisissez un type de vote :
str_choose_faction|Choisir une faction
str_choose_a_faction|Choisissez une faction :
str_choose_troop|Choisir des troupes
str_choose_a_troop|Choisissez une catégorie de troupes :
str_choose_items|Choisir un équipement
str_options|Options
str_redefine_keys|Redéfinir les touches
str_submit_a_poll|Voter
str_administrator_panel|Panneau d'administration
str_kick_player|Expulser un joueur
str_ban_player|Interdire un joueur
str_mute_player|Mettre un joueur en sourdine
str_unmute_player|Désactiver la mise en sourdine
str_quit|Quitter
str_poll_for_changing_the_map|Remplacer la carte
str_poll_for_changing_the_map_and_factions|Remplacer la carte et les factions
str_poll_for_changing_number_of_bots|Remplacer le nombre de bots par équipe
str_poll_for_kicking_a_player|Expulser un joueur
str_poll_for_banning_a_player|Interdire un joueur
str_choose_a_player|Choisissez un joueur :
str_choose_a_map|Choisissez une carte :
str_choose_a_faction_for_team_reg0|Choisissez une faction pour l'équipe {reg0} :
str_choose_number_of_bots_for_team_reg0|Choisissez le nombre de bots de l'équipe {reg0} :
str_spectator|Spectateur
str_spectators|Spectateurs
str_command|Ordre :
str_profile_banner_selection_text|Choisissez une bannière pour votre profil :
str_use_default_banner|Utiliser la bannière de la faction
str_party_morale_is_low|Le moral de certains soldats est faible!
str_weekly_report|Rapport
str_has_deserted_the_party|a déserté le parti.
str_have_deserted_the_party|ont déserté le parti.
str_space| 
str_us_|Nous 
str_allies_|Alliés 
str_enemies_|Ennemis 
str_routed|en déroute
str_maximum_seconds_for_round_is_reg0|Le nombre maximum de secondes pour le tour s'élève à {reg0}.
str_respawn_period_is_reg0_seconds|La période de réapparition est de {reg0} secondes.
str_bots_upper_limit_for_votes_is_reg0|La limite maximum de bots des votes s'élève à {reg0}.
str_map_is_voteable|Les joueurs peuvent voter pour la carte.
str_map_is_not_voteable|Les joueurs ne peuvent pas voter pour la carte.
str_factions_are_voteable|Les joueurs peuvent voter pour les factions.
str_factions_are_not_voteable|Les joueurs ne peuvent pas voter pour les factions.
str_players_respawn_as_bot|Les joueurs réapparaissent sous forme de bot.
str_players_do_not_respawn_as_bot|Les joueurs ne réapparaissent pas sous forme de bot.
str_kicking_a_player_is_voteable|Les joueurs peuvent voter pour expulser un joueur.
str_kicking_a_player_is_not_voteable|Les joueurs ne peuvent pas voter pour expulser un joueur.
str_banning_a_player_is_voteable|Les joueurs peuvent voter pour interdire un joueur.
str_banning_a_player_is_not_voteable|Les joueurs ne peuvent pas voter pour interdire un joueur.
str_player_banners_are_allowed|Les bannières des joueurs sont permises.
str_player_banners_are_not_allowed|Les bannières des joueurs ne sont pas permises.
str_default_armor_is_forced|Armure par défaut obligatoire.
str_default_armor_is_not_forced|Armure par défaut non obligatoire.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Pourcentage de ""pour"" requis pour qu'un vote soit accepté : {reg0} %.
str_auto_team_balance_threshold_is_reg0|Le seuil d'équilibrage automatique des équipes est de {reg0}.
str_starting_gold_ratio_is_reg0|Le pourcentage d'or de départ est de {reg0} %.
str_combat_gold_bonus_ratio_is_reg0|Le pourcentage de bonus d'or au combat est de {reg0} %.
str_round_gold_bonus_ratio_is_reg0|Le pourcentage de bonus d'or du tour est de {reg0} %.
str_point_gained_from_flags_is_reg0|Le pourcentage de points d'équipe gagnés pour les drapeaux est de {reg0} %.
str_point_gained_from_capturing_flag_is_reg0|Le pourcentage de points gagnés pour la capture de drapeaux est de {reg0} %.
str_map_time_limit_is_reg0|La limite de temps de la carte est de {reg0} minutes.
str_team_points_limit_is_reg0|La limite de temps des équipes est de {reg0}.
str_defender_spawn_count_limit_is_s1|Le nombre de réapparitions des défenseurs est de {s1}.
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} tué(s), {reg5} blessé(s), {reg6} en déroute
str_reg4_killed_reg5_routed|{reg4} tué(s), {reg5} en déroute
str_reg4_killed_reg5_wounded|{reg4} tué(s), {reg5} blessé(s)
str_reg4_wounded_reg5_routed|{reg4} blessé(s), {reg5} en déroute
str_quick_battle_scene_1|Marécage du delta
str_quick_battle_scene_2|Village au bord de l'eau
str_quick_battle_scene_3|Petite ferme
str_quick_battle_scene_4|Fort de bois
str_quick_battle_scene_5|Forteresse au bord de l'eau
str_quick_battle_troop_1|Les reîtres (du mot allemand "Ritter", signifiant "chevalier") sont des soldats en armure lourde qui utilisent des armes à feu. Ils affaiblissent leurs ennemis en leur tirant dessus et les détruisent ensuite au corps-à-corps. Cependant, les reîtres sont moins habiles que les tireurs professionnels et les "véritables" cavaleries lourdes. Les régiments de reîtres comprennent jusqu'à 2 000 cavaliers, un escadron étant équipé de lances tandis que les autres sont munis de pistolets. Les rangs de reîtres galopent par vagues vers l'ennemi et le submergent sous une pluie de balles.
str_quick_battle_troop_2|Ces cavaliers polonais uniques forment probablement la meilleure cavalerie à avoir foulé cette terre. Provenant de la vaillante aristocratie polonaise, les habiles hussards reçoivent le meilleur équipement et l'entraînement militaire approfondi de l'époque. La simple vue de ces guerriers en armure lourde chargeant sur leurs puissants chevaux suffit souvent à semer la panique dans les rangs ennemis et à disperser les lignes des troupes encore en position.^Cependant, les hussards doivent éviter les groupes importants de tireurs, surtout en terrain difficile. Les hussards connurent leur heure de gloire lors de la bataille de Vienne, où ils continrent l'invasion turque de l'Europe. Au XVIIe siècle, les hussards étaient considérés comme la meilleure cavalerie au monde.
