str_no_string|¡NO STRING!
str_quick_battle_troop_1|Los reitres (término que proviene del alemán "ritter", que significa "caballero") son un regimiento de soldados fuertemente acorazados y con armas de fuego. Pueden debilitar al enemigo disparándole y luego destruirlo en el combate cuerpo a cuerpo. No obstante, los reitres son inferiores en destreza a los tiradores profesionales y a la "auténtica" caballería pesada.^Sus regimientos se componen de 2000 soldados de caballería, con un escuadrón equipado con lanzas y el resto con pistolas. Galopan en oleadas hacia el enemigo y lo arrollan con el fuego de las pistolas.^
str_quick_battle_troop_2|Estos extraordinarios jinetes polacos son probablemente la mejor caballería pesada que ha pisado la faz de la tierra. Compuestos por la valerosa nobleza polaca, los veloces húsares ostentan el mejor equipo y entrenamiento militar de la época. La simple visión de estos guerreros acorazados cargando con sus poderosos caballos era suficiente para desatar el pánico en las filas enemigas y romper las filas de las tropas que se mantenían firmes. Sin embargo, los húsares deben evitar los grupos numerosos de tiradores, sobre todo en un terreno difícil. Su momento más glorioso llegó con la batalla de Viena, cuando detuvieron la invasión turca de Europa.^En el siglo XVII, los húsares se consideraban la mejor caballería del mundo.
str_quick_battle_troop_3|En este regimiento de boyardos perfectamente entrenado y equipado se combina toda la potencia de la caballería occidental con la velocidad oriental. Algunos europeos los consideran una reliquia del feudalismo, ¡pero nadie se atrevería a decírselo a la cara!^Fueron la élite feudal hereditaria de Rusia desde el siglo X hasta el XVII, y la categoría más alta entre la gente del servicio, con derecho no solo a sentarse en la Duma boyarda sino de tener el mayor estatus de la misma. No obstante, la abolición del méstnichestvo (el sistema jerárquico feudal de la época) en 1682 socavó el poder de los boyardos. El título de boyardo fue eliminado por Pedro el Grande a principios del siglo XVII.^
str_quick_battle_troop_4|Los coraceros son un cuerpo de caballería equipado con una coraza ligera. Aparecieron en el siglo XVI en varios países europeos para compensar la escasez de caballeros en la caballería pesada. La armadura de los coraceros (llamada “coraza”) se redujo a una media armadura relativamente económica. En el siglo XVI solo se componía de un casco y una coraza. Inicialmente, cuando los coraceros luchaban junto a los caballeros, llevaban el mismo tipo de espada, pero luego la cambiaron por los sables medievales, y en algunos ejércitos, por los sables pesados.
str_quick_battle_troop_5|El grueso de las huestes tártaras eran los jasaqs, los cuales, a pesar de ser guerreros corrientes, suponían una gran amenaza para el enemigo por su cuantía y maniobrabilidad. Los jasaqs luchan con un buen arco y un sable de calidad aceptable. Son unos arqueros formidables, y extraordinariamente efectivos en los ataques laterales.
str_quick_battle_troop_6|Los mosqueteros son el núcleo de todo ejército. Su destreza para disparar convierte su presencia en decisiva en el campo de batalla, ya que el curso de una contienda puede cambiar por una sola descarga de mosquetes. No obstante, en el combate cuerpo a cuerpo son extremadamente débiles ante la caballería o la infantería pesada, y por ello necesitan la protección de unidades de caballería o piqueros.^A mediados del siglo XVI, la mayoría de las guerras se luchaban con mosquetes, un arma mucho más eficaz que sus predecesoras en el terreno de las armas de largo alcance, concretamente el arco y la ballesta. Cualquiera podía aprender con gran rapidez a manejarlos. La mayoría de los mosqueteros de bajo rango se componía de gente de ciudad y campesinos.
str_quick_battle_troop_7|Los netyagi demostraron ser una fuerza admirable. Su valentía y espíritu de lucha compensaba su falta de armadura. Si bien una descarga de pistola a corta distancia es a menudo para ellos garantía de éxito, los netyagi pueden ser arrollados fácilmente por la caballería. Las campañas navales, que esencialmente consistían en ataques piratas, no eran algo inusual para los cosacos, y aquellos viajes por mar requerían un nuevo tipo de tropas. Desembarcar en una costa enemiga no se podía hacer sin derramamiento de sangre, y los barcos mercantes tampoco iban del todo indefensos. Los netyagi se utilizaron primero en aquellas incursiones marítimas. Sufrían muchas bajas cuando saltaban de cubierta a tierra firme o a barcos enemigos, sin ningún tipo de armadura pesada que los protegiera ni tiempo para reagruparse y lanzar un ataque. También se emplearon en los combates estrictamente terrestres, donde servían como tropas de choque, las primeras que tomaban contacto con el enemigo y que soportaban la embestida inicial.
str_quick_battle_troop_8|Estos guerreros bien entrenados y equipados con armadura completa luchan con mandobles. Las fuerzas de la infantería pesada se colocan en el frente, con el objetivo de romper las filas del enemigo. Es crucial proteger a estos soldados de las salvas del enemigo, mientras que en el cuerpo a cuerpo saben cuidar de ellos mismos.
str_quick_battle_troop_9|Desde la segunda mitad del siglo XVI hasta principios del XVII, los obsoletos mercenarios se sustituyeron por un nuevo tipo de tropa: los rondartschiere. Llevaban una coraza, una espada y un broquel. Eran unos soldados muy disciplinados y muy efectivos en el cuerpo a cuerpo, tanto contra la infantería como contra la caballería. Por otro lado, apenas podían hacer frente a los mosqueteros y a la caballería pesada. Poco a poco, su uso fue reduciéndose debido al rápido desarrollo de las armas de fuego y al cambio radical del combate cuerpo a cuerpo al combate a distancia. No obstante, los piqueros permanecieron activos, y en algunos países se emplearon hasta principios del siglo XIX.
str_quick_battle_troop_10|Los piqueros fueron una parte esencial de los ejércitos europeos durante mucho tiempo. Si bien las armas de fuego se iban mejorando, la armadura también se volvía más ligera, hasta el punto que terminaron llevando solo una coraza para protegerlos de las armas puntiagudas y un casco para cubrirles la cabeza. Llevaban unas picas muy largas, de ahí el nombre. Luchaban en formación, y su misión era salvaguardar a los mosqueteros de los ataques de la caballería enemiga.^Las armas de fuego aún distaban mucho de ser perfectas. Como norma, después de una descarga, los mosqueteros o bien se lanzaban al combate mano a mano con el enemigo o bien intercambiaban posiciones con una fila de la retaguardia que aún no había disparado. En dichas circunstancias, algunos cuerpos de infantería tenían que ir equipados con armadura y arma blanca para el combate a corta distancia. Algunos ejércitos utilizaron piqueros hasta principios del siglo XIX.
str_quick_battle_troop_11|Los crueles guerreros escoceses eran conocidos en toda Europa. Desde la época de Eduardo III y la revuelta de William Wallace, los piqueros escoceses habían sido famosos por destrozar la caballería inglesa. Los alabarderos escoceses mantuvieron vivas las gloriosas tradiciones de los mercenarios y los piqueros suecos. Este tipo de infantería dominaba el campo en los siglos XV y XVI, y estuvo aún solicitado hasta el siglo XVII. Los alabarderos contrarrestaban a la caballería enemiga y, debido a las imperfecciones de las armas de largo alcance, eran capaces de soportar la embestida de la infantería enemiga.
str_map_basic|Mapa
str_game_type_basic|Tipo de partida
str_battle|Batalla
str_siege_offense|Asedio (Ataque)
str_siege_defense|Asedio (Defensa)
str_character|Personaje
str_biography|Antecedentes
str_player|Jugador
str_enemy|Enemigo
str_faction|Facción
str_army_composition|Composición del ejército
str_army_size|Tamaño del ejército
str_reg0_men|{reg0} hombres
str_start|Comenzar
str_tutorial_training_ground_warning_no_weapon|Eh, ¿no creéis que necesitamos algún tipo de arma antes de probar eso? Debería haber algún arma de sobra por ahí. Id a coger una.
str_tutorial_training_ground_attack_training_down|¡Atacad con una estocada! (Moved el ratón hacia abajo mientras presionáis el botón izquierdo)
str_tutorial_training_ground_attack_training_up|¡Atacad desde arriba! (Moved el ratón hacia arriba mientras presionáis el botón izquierdo)
str_tutorial_training_ground_attack_training_left|¡Atacad desde la izquierda! (Moved el ratón hacia la izquierda mientras presionáis el botón izquierdo)
str_tutorial_training_ground_attack_training_right|¡Atacad desde la derecha! (Moved el ratón hacia la derecha mientras presionáis el botón izquierdo)
str_merch_t_1|Infantería
str_merch_t_3|Tiradores
str_merch_t_5|Caballería
str_merch_k_1|Infantería
str_merch_k_3|Tiradores
str_merch_k_5|Caballería
str_merch_p_1|Infantería
str_merch_p_3|Tiradores
str_merch_p_5|Caballería
str_merch_s_1|Infantería
str_merch_s_3|Tiradores
str_merch_s_5|Caballería
str_merch_m_1|Infantería
str_merch_m_3|Tiradores
str_merch_m_5|Caballería
str_oim_potop_horse_warn|¡Los cosacos han descubierto tu ardid! Deberás abrirte paso luchando...
str_oim_potop_horse_warn_defenders|¡Los cosacos han descubierto tu ardid! Deberás abrirte paso luchando, y ellos han pedido refuerzos...
str_oim_polish_defeated|^En el año 1655 después de Cristo, el rey de Polonia disolvió el Sejm, es decir, el Parlamento, y se autoproclamó zar del mismo modo que el soberano de Moscú. Pero la pequeña nobleza no estaba dispuesta permitir algo así y pronto empezó una revuelta en todas las tierras de la Gran Polonia y Lituania, Rutenia y Ucrania. En un intento de sofocar la creciente rebelión, el rey contrató lansquenetes alemanes como mercenarios. ^^Al poco tiempo, la República de las Dos Naciones se consumía por las llamas de la guerra cual paja seca. Juan Casimiro, el futuro zar, tras perder la lealtad de su pueblo y de sus nobles, abdicó y huyó acompañado de su último hombre de confianza, un comandante de origen humilde conocido como  {playername}. En la frontera entre Masovia y Prusia, un numeroso grupo de bandidos les tendió una emboscada, un peligro muy común en aquellos días. El rey y sus acompañantes murieron, y nadie ha podido descubrir nunca dónde yacen ocultos sus restos. ^^Zenon Petretsky, “Breve historia de la República de Polonia” (1855).^^^
str_oim_polish_defeated_hero_dead|^En el año 1656 después de Cristo, el rey de Polonia ejecutó al hetman de la corona {playername} por traición, disolvió el Sejm, es decir, el Parlamento de los nobles, y se autoproclamó zar del mismo modo que el soberano de Moscú. Pero los traicioneros nobles no podían quedarse sin hacer nada, y así comenzaron las revueltas en las tierras de la Gran Polonia, Lituania, Rutenia y Ucrania, que el rey intentó sofocar con lansquenetes alemanes. Al poco tiempo, toda la República de las Dos Naciones se consumía por las llamas de la guerra cual paja seca. El mismo Juan Casimiro, tras perder la lealtad de su pueblo y de sus nobles, abdicó y huyó. En la frontera entre Masovia y Prusia, un numeroso grupo de bandidos les tendió una emboscada, un peligro muy común en aquellos días. El rey y sus acompañantes murieron, y nadie ha podido descubrir nunca dónde yacen ocultos sus restos. ^^Zenon Petretsky, “Breve historia de la República de Polonia” (1855).^
str_oim_potop_hero_killed|En el año 1656 después de Cristo, el poderoso rey y el gran capitán {playername} fueron abatidos por la daga de un asesino. Sic transit gloria mundi: así pasa la gloria del mundo. ^^ "Historia de los Años Terribles", San Pafnuty de Nóvgorod
str_oim_was_killed_while_in_town|Tu intento de envenenar el agua ha fracasado. Has sido capturado y a la mañana siguiente tu cuerpo desfigurado aparece colgado en uno de los muros. Así termina tu intento de asaltar la ciudad.
str_zagloba_member_chat_1|Terminaríais de contar antes todas las hojas que hay en el bosque que los enemigos a los que he dado muerte. Si mis cabellos fuesen tan numerosos como los adversarios a los que he abatido con mis propias manos, los barberos de Lukovo habrían ganado una fortuna cortándome un mechón. Que me lleve el diablo si miento...
str_zagloba_member_chat_2|En la antigüedad sufríamos solo una derrota por cada diez victorias y el mundo entero contemplaba con asombro nuestro valor. ¡Pero ahora no experimentamos más que derrotas y nos traicionan no solo granujas individuales sino provincias enteras! ¡Que Dios se apiade de nuestra patria!
str_zagloba_member_chat_3|Tengo otra vez un inmenso apetito de carne sueca, ¡como un lobo hambtiento de cordero! ¡Oh, malditos canallas! Sus ridículas medias deben estar plagadas de pulgas que muerden sus piernas, pues no saben quedarse quietos en su hogar y no dejan de entrometerse en países que no son suyos...
str_zagloba_member_chat_4|He hecho sangrar notablemente a los suecos con estas manos, y todavía voy a hacerles sangrar más. Pocos soldados quedan que me hayan visto bajo las órdenes de Putsk y Trcziana, pero los que todavía viven me recuerdan perfectamente.
str_zagloba_member_chat_5|Soy el antiguo héroe de Zbarazh... Con esta mano hundí el hacha en Burlai, el hetman más grande después de Jmelnitski. Quien no haya oído hablar de Zagloba debe haber permanecido bajo una roca durante la primera de las guerras cosacas, o debe tener los oídos taponados o quién sabe qué. ¡Espero que que un hombre digno como vos no estuviera escondido bajo una roca!
str_zagloba_member_chat_6|Es hora de que mis ancianos huesos tengan un reposo. Prefiero yacer ante el hogar, comer mi cuajada con crema agria, pasear por el jardín y recolectar manzanas, supervisar el trabajo de los segadores y palmear los traseros de las muchachas. Y hasta puede que mis enemigos me dejen en paz, pues tanto los suecos como los cosacos saben cuán dura puede llegar a ser mi mano. Y, si Dios lo quiere, mi nombre será tan ensalzado por mis hermanos como temido por mis enemigos.
str_zagloba_member_chat_7|Ya hace tiempo que debería estar reposando, pero la patria está en peligro y el enemigo pisotea nuestras tierras. Y aquí estoy, luchando contra el enemigo, junto a vos, todo en nombre de la patria que nos ha alimentado. Quien ahora no se apreste a defenderla para librarla de esta plaga, no es hijo de la patria sino un hijastro desagradecido que no merece su amor.
str_zagloba_member_chat_8|Incluso en mi vejez y, Dios lo quiera, en mi lecho de muerte, gritaré: "¡Muerte a los suecos, hermanos! ¡Marchad hacia adelante!" ¡Juremos asir nuestras espadas con firmeza hasta expulsar al enemigo de nuestra patria!
str_zagloba_member_chat_9|También el león ruge antes de luchar para encolerizarse... En cuanto a los grandes guerreros, cada uno tiene su propio método. Dicen que Aníbal jugaba a los dados, Escipión el Africano leía poemas, el coronel Konetspolski, nuestro padre, disfrutaba hablando de muchachas, y yo... Yo tengo que descansar antes de una batalla y tomarme alguna copa junto a mis amigos.
